Date,Adj Close
2015-01-02,176.78887939453125
2015-01-05,173.59616088867188
2015-01-06,171.96109008789062
2015-01-07,174.1038818359375
2015-01-08,177.19338989257812
2015-01-09,175.7734375
2015-01-12,174.39649963378906
2015-01-13,173.9059295654297
2015-01-14,172.85606384277344
2015-01-15,171.27256774902344
2015-01-16,173.51870727539062
2015-01-20,173.88873291015625
2015-01-21,174.7665252685547
2015-01-22,177.365478515625
2015-01-23,176.39303588867188
2015-01-26,176.80612182617188
2015-01-27,174.47393798828125
2015-01-28,172.23641967773438
2015-01-29,173.82847595214844
2015-01-30,171.6426239013672
2015-02-02,173.76824951171875
2015-02-03,176.28115844726562
2015-02-04,175.6099090576172
2015-02-05,177.3826904296875
2015-02-06,176.89215087890625
2015-02-09,176.1004180908203
2015-02-10,177.97650146484375
2015-02-11,178.07974243164062
2015-02-12,179.79232788085938
2015-02-13,180.53240966796875
2015-02-17,180.81637573242188
2015-02-18,180.8336181640625
2015-02-19,180.7045135498047
2015-02-20,181.7888641357422
2015-02-23,181.76307678222656
2015-02-24,182.27940368652344
2015-02-25,182.1244659423828
2015-02-26,181.90940856933594
2015-02-27,181.2897186279297
2015-03-02,182.43431091308594
2015-03-03,181.6855926513672
2015-03-04,180.91969299316406
2015-03-05,181.1176300048828
2015-03-06,178.5703125
2015-03-09,179.31040954589844
2015-03-10,176.4016571044922
2015-03-11,175.98854064941406
2015-03-12,178.22605895996094
2015-03-13,177.1331024169922
2015-03-16,179.49974060058594
2015-03-17,178.9661865234375
2015-03-18,181.1176300048828
2015-03-19,180.2914276123047
2015-03-20,181.8828582763672
2015-03-23,181.5284423828125
2015-03-24,180.50845336914062
2015-03-25,177.86329650878906
2015-03-26,177.43971252441406
2015-03-27,177.8460235595703
2015-03-30,180.01571655273438
2015-03-31,178.4424591064453
2015-04-01,177.81149291992188
2015-04-02,178.45114135742188
2015-04-06,179.65261840820312
2015-04-07,179.17723083496094
2015-04-08,179.78228759765625
2015-04-09,180.5775604248047
2015-04-10,181.56301879882812
2015-04-13,180.74183654785156
2015-04-14,181.0875701904297
2015-04-15,181.90011596679688
2015-04-16,181.84829711914062
2015-04-17,179.75633239746094
2015-04-20,181.3988037109375
2015-04-21,181.18267822265625
2015-04-22,182.07305908203125
2015-04-23,182.53115844726562
2015-04-24,182.9547576904297
2015-04-27,182.1940460205078
2015-04-28,182.7732391357422
2015-04-29,182.02117919921875
2015-04-30,180.19723510742188
2015-05-01,182.15086364746094
2015-05-04,182.66949462890625
2015-05-05,180.5775604248047
2015-05-06,179.83416748046875
2015-05-07,180.55165100097656
2015-05-08,182.9288330078125
2015-05-11,182.05572509765625
2015-05-12,181.5111541748047
2015-05-13,181.54571533203125
2015-05-14,183.4387969970703
2015-05-15,183.6376190185547
2015-05-18,184.2081298828125
2015-05-19,184.14764404296875
2015-05-20,184.01800537109375
2015-05-21,184.55389404296875
2015-05-22,184.1131134033203
2015-05-26,182.13356018066406
2015-05-27,183.8623504638672
2015-05-28,183.65492248535156
2015-05-29,182.5138702392578
2015-06-01,182.88558959960938
2015-06-02,182.70407104492188
2015-06-03,183.1881103515625
2015-06-04,181.6408233642578
2015-06-05,181.32960510253906
2015-06-08,180.21449279785156
2015-06-09,180.18858337402344
2015-06-10,182.34967041015625
2015-06-11,182.9374542236328
2015-06-12,181.53713989257812
2015-06-15,180.75912475585938
2015-06-16,181.74453735351562
2015-06-17,182.0384521484375
2015-06-18,183.93153381347656
2015-06-19,183.11495971679688
2015-06-22,184.05313110351562
2015-06-23,184.1834259033203
2015-06-24,182.8457794189453
2015-06-25,182.2898406982422
2015-06-26,182.25509643554688
2015-06-29,178.4331512451172
2015-06-30,178.80665588378906
2015-07-01,180.2398681640625
2015-07-02,180.07485961914062
2015-07-06,179.5623321533203
2015-07-07,180.69155883789062
2015-07-08,177.66006469726562
2015-07-09,177.98141479492188
2015-07-10,180.2224884033203
2015-07-13,182.21170043945312
2015-07-14,183.0020751953125
2015-07-15,182.9413299560547
2015-07-16,184.40927124023438
2015-07-17,184.56564331054688
2015-07-20,184.66116333007812
2015-07-21,183.93154907226562
2015-07-22,183.60147094726562
2015-07-23,182.56776428222656
2015-07-24,180.67416381835938
2015-07-27,179.6231689453125
2015-07-28,181.82948303222656
2015-07-29,183.080322265625
2015-07-30,183.12376403808594
2015-07-31,182.8457794189453
2015-08-03,182.22901916503906
2015-08-04,181.8729248046875
2015-08-05,182.4722900390625
2015-08-06,180.97821044921875
2015-08-07,180.63075256347656
2015-08-10,182.90652465820312
2015-08-11,181.2561798095703
2015-08-12,181.47329711914062
2015-08-13,181.2474822998047
2015-08-14,181.90760803222656
2015-08-17,182.9239044189453
2015-08-18,182.39407348632812
2015-08-19,180.95216369628906
2015-08-20,177.173583984375
2015-08-21,171.8402557373047
2015-08-24,164.6046142578125
2015-08-25,162.66757202148438
2015-08-26,168.91299438476562
2015-08-27,173.09104919433594
2015-08-28,173.0997772216797
2015-08-31,171.70130920410156
2015-09-01,166.576416015625
2015-09-02,169.73818969726562
2015-09-03,169.8598175048828
2015-09-04,167.28866577148438
2015-09-08,171.4927978515625
